Timestamp,Contract,Side,EntryPrice,CurrentPrice,PriceSource,PnL_USD,SL_Price,TP_Price,PositionID,SL_Ticks,TP_Ticks
2026-04-29T07:27:43.3679070+00:00,CON.F.US.MCLE.M26,LONG,100.8000,100.9700,2s-bar,51.00,0.0000,0.0000,694089320,25,0
2026-04-29T07:28:45.4884452+00:00,CON.F.US.MCLE.M26,LONG,100.8000,100.8700,2s-bar,21.00,100.6600,102.0500,694089320,25,114
2026-04-29T07:29:59.3609542+00:00,CON.F.US.MCLE.M26,LONG,100.8000,100.8900,2s-bar,27.00,100.6600,102.0500,694089320,25,114
2026-04-29T07:31:03.3754143+00:00,CON.F.US.MCLE.M26,LONG,100.8000,100.8800,2s-bar,24.00,100.6600,102.0500,694089320,25,114
2026-04-29T07:32:07.3606020+00:00,CON.F.US.MCLE.M26,LONG,100.8000,100.8900,2s-bar,27.00,100.6600,102.0500,694089320,25,114
