Timestamp,Contract,Side,EntryPrice,CurrentPrice,PriceSource,PnL_USD,SL_Price,TP_Price,PositionID,SL_Ticks,TP_Ticks
2026-04-29T07:27:43.6263332+00:00,CON.F.US.M6E.U26,LONG,1.1728,1.1728,2s-bar,0.00,0.0000,0.0000,694089844,25,0
2026-04-29T07:28:45.9335174+00:00,CON.F.US.M6E.U26,LONG,1.1728,1.1729,2s-bar,3.75,1.1721,1.1741,694089844,25,12
2026-04-29T07:29:45.6271314+00:00,CON.F.US.M6E.U26,LONG,1.1728,1.1729,2s-bar,3.75,1.1721,1.1741,694089844,25,12
2026-04-29T07:30:55.6402761+00:00,CON.F.US.M6E.U26,LONG,1.1728,1.1729,2s-bar,3.75,1.1721,1.1741,694089844,25,12
2026-04-29T07:31:59.6571504+00:00,CON.F.US.M6E.U26,LONG,1.1728,1.1729,2s-bar,3.75,1.1721,1.1741,694089844,25,12
