Id,AccountName,ContractName,Status,Type,Size,Side,CreatedAt,TradeDay,FilledAt,CancelledAt,StopPrice,LimitPrice,ExecutePrice,PositionDisposition,CreationDisposition,RejectionReason,ExchangeOrderId,PlatformOrderId
2726080311,PRAC-V2-315185-26809886,MESM6,Cancelled,Limit,1,Ask,03/30/2026 08:59:19 +01:00,03/30/2026 00:00:00 -05:00,,03/30/2026 09:02:23 +01:00,,6446.000000000,,Undetermined,Trader,OCO Cancelled,,
2726080310,PRAC-V2-315185-26809886,MESM6,Filled,Stop,1,Ask,03/30/2026 08:59:19 +01:00,03/30/2026 00:00:00 -05:00,03/30/2026 09:02:23 +01:00,,6431.250000000,,6431.250000000,Closing,Trader,,,
2726154353,PRAC-V2-315185-26809886,MESM6,Filled,Market,1,Bid,03/30/2026 09:21:00 +01:00,03/30/2026 00:00:00 -05:00,03/30/2026 09:21:00 +01:00,,,,6442.250000000,Opening,Trader,,,
2726154354,PRAC-V2-315185-26809886,MESM6,Filled,Stop,1,Ask,03/30/2026 09:21:00 +01:00,03/30/2026 00:00:00 -05:00,03/30/2026 09:23:46 +01:00,,6438.250000000,,6438.500000000,Closing,Trader,,,
2726154355,PRAC-V2-315185-26809886,MESM6,Cancelled,Limit,1,Ask,03/30/2026 09:21:00 +01:00,03/30/2026 00:00:00 -05:00,,03/30/2026 09:23:46 +01:00,,6452.500000000,,Undetermined,Trader,OCO Cancelled,,
2725960496,PRAC-V2-315185-26809886,MNQM6,Filled,Stop,1,Ask,03/30/2026 08:22:19 +01:00,03/30/2026 00:00:00 -05:00,03/30/2026 08:23:28 +01:00,,23378.500000000,,23378.750000000,Closing,Trader,,,
2725960495,PRAC-V2-315185-26809886,MNQM6,Filled,Market,1,Bid,03/30/2026 08:22:19 +01:00,03/30/2026 00:00:00 -05:00,03/30/2026 08:22:19 +01:00,,,,23393.500000000,Opening,Trader,,,
2725960497,PRAC-V2-315185-26809886,MNQM6,Cancelled,Limit,1,Ask,03/30/2026 08:22:19 +01:00,03/30/2026 00:00:00 -05:00,,03/30/2026 08:23:28 +01:00,,23433.750000000,,Undetermined,Trader,OCO Cancelled,,
2726090712,PRAC-V2-315185-26809886,MNQM6,Cancelled,Stop,1,Ask,03/30/2026 09:02:48 +01:00,03/30/2026 00:00:00 -05:00,,03/30/2026 09:05:39 +01:00,23364.000000000,,,Undetermined,Trader,OCO Cancelled,,
2726090711,PRAC-V2-315185-26809886,MNQM6,Filled,Market,1,Bid,03/30/2026 09:02:48 +01:00,03/30/2026 00:00:00 -05:00,03/30/2026 09:02:48 +01:00,,,,23379.000000000,Opening,Trader,,,
2726090713,PRAC-V2-315185-26809886,MNQM6,Filled,Limit,1,Ask,03/30/2026 09:02:48 +01:00,03/30/2026 00:00:00 -05:00,03/30/2026 09:05:39 +01:00,,,23419.000000000,23419.000000000,Closing,Trader,,,
2726108632,PRAC-V2-315185-26809886,MNQM6,Filled,Market,1,Bid,03/30/2026 09:06:33 +01:00,03/30/2026 00:00:00 -05:00,03/30/2026 09:06:33 +01:00,,,,23414.000000000,Opening,Trader,,,
2726108633,PRAC-V2-315185-26809886,MNQM6,Filled,Stop,1,Ask,03/30/2026 09:06:33 +01:00,03/30/2026 00:00:00 -05:00,03/30/2026 09:06:53 +01:00,,23399.000000000,,23399.500000000,Closing,Trader,,,
2726108634,PRAC-V2-315185-26809886,MNQM6,Cancelled,Limit,1,Ask,03/30/2026 09:06:33 +01:00,03/30/2026 00:00:00 -05:00,,03/30/2026 09:06:53 +01:00,,23451.500000000,,Undetermined,Trader,OCO Cancelled,,
2726154436,PRAC-V2-315185-26809886,MNQM6,Filled,Market,1,Bid,03/30/2026 09:21:01 +01:00,03/30/2026 00:00:00 -05:00,03/30/2026 09:21:01 +01:00,,,,23425.000000000,Opening,Trader,,,
2726154437,PRAC-V2-315185-26809886,MNQM6,Filled,Stop,1,Ask,03/30/2026 09:21:01 +01:00,03/30/2026 00:00:00 -05:00,03/30/2026 09:23:48 +01:00,,23410.000000000,,23410.000000000,Closing,Trader,,,
2726154438,PRAC-V2-315185-26809886,MNQM6,Cancelled,Limit,1,Ask,03/30/2026 09:21:01 +01:00,03/30/2026 00:00:00 -05:00,,03/30/2026 09:23:48 +01:00,,23462.500000000,,Undetermined,Trader,OCO Cancelled,,
2723153588,PRAC-V2-315185-26809886,MBTJ6,Rejected,Market,1,Bid,03/29/2026 22:06:35 +01:00,03/30/2026 00:00:00 -05:00,,,,,,Undetermined,Trader,Invalid take profit ticks (2000). Ticks should be 1000 ticks or less.,,
2723218991,PRAC-V2-315185-26809886,MBTJ6,Filled,Market,15,Bid,03/29/2026 23:04:50 +01:00,03/30/2026 00:00:00 -05:00,03/29/2026 23:04:50 +01:00,,,,66550.000000000,Opening,Trader,,,
2723218992,PRAC-V2-315185-26809886,MBTJ6,Cancelled,Stop,15,Ask,03/29/2026 23:04:50 +01:00,03/30/2026 00:00:00 -05:00,,03/29/2026 23:22:09 +01:00,66220.000000000,,,Undetermined,Trader,OCO Cancelled,,
2723218993,PRAC-V2-315185-26809886,MBTJ6,Filled,Limit,15,Ask,03/29/2026 23:04:50 +01:00,03/30/2026 00:00:00 -05:00,03/29/2026 23:22:09 +01:00,,,66620.000000000,66620.000000000,Closing,Trader,,,
2723638450,PRAC-V2-315185-26809886,MBTJ6,Filled,Market,5,Ask,03/29/2026 23:54:15 +01:00,03/30/2026 00:00:00 -05:00,03/29/2026 23:54:15 +01:00,,,,65560.000000000,Opening,Trader,,,
2723638451,PRAC-V2-315185-26809886,MBTJ6,Filled,Stop,5,Bid,03/29/2026 23:54:15 +01:00,03/30/2026 00:00:00 -05:00,03/30/2026 00:01:01 +01:00,,66370.000000000,,66370.000000000,Closing,Trader,,,
2723638452,PRAC-V2-315185-26809886,MBTJ6,Cancelled,Limit,5,Bid,03/29/2026 23:54:15 +01:00,03/30/2026 00:00:00 -05:00,,03/30/2026 00:01:01 +01:00,,65185.000000000,,Undetermined,Trader,OCO Cancelled,,
2725952597,PRAC-V2-315185-26809886,MBTJ6,Filled,Market,3,Bid,03/30/2026 08:19:02 +01:00,03/30/2026 00:00:00 -05:00,03/30/2026 08:19:02 +01:00,,,,67630.000000000,Opening,Trader,,,
2725952599,PRAC-V2-315185-26809886,MBTJ6,Cancelled,Limit,3,Ask,03/30/2026 08:19:02 +01:00,03/30/2026 00:00:00 -05:00,,03/30/2026 10:04:19 +01:00,,68840.000000000,,Undetermined,Trader,OCO Cancelled,,
2726135527,PRAC-V2-315185-26809886,MBTJ6,Filled,Market,3,Bid,03/30/2026 09:14:17 +01:00,03/30/2026 00:00:00 -05:00,03/30/2026 09:14:17 +01:00,,,,68085.000000000,Opening,Trader,,,
2726135529,PRAC-V2-315185-26809886,MBTJ6,Cancelled,Limit,3,Ask,03/30/2026 09:14:17 +01:00,03/30/2026 00:00:00 -05:00,,03/30/2026 10:04:19 +01:00,,68385.000000000,,Undetermined,Trader,OCO Cancelled,,
2725952598,PRAC-V2-315185-26809886,MBTJ6,Filled,Stop,3,Ask,03/30/2026 08:19:02 +01:00,03/30/2026 00:00:00 -05:00,03/30/2026 10:04:19 +01:00,,67785.000000000,,67785.000000000,Closing,Trader,,,
2726135528,PRAC-V2-315185-26809886,MBTJ6,Filled,Stop,3,Ask,03/30/2026 09:14:17 +01:00,03/30/2026 00:00:00 -05:00,03/30/2026 10:04:19 +01:00,,67785.000000000,,67785.000000000,Closing,Trader,,,
