Id,ContractName,EnteredAt,ExitedAt,EntryPrice,ExitPrice,Fees,PnL,Size,Type,TradeDay,TradeDuration,Commissions
2439638140,MGCM6,04/13/2026 08:28:28 +01:00,04/13/2026 08:56:09 +01:00,4753.500000000,4753.500000000,1.24000,0.000000000,1,Long,04/13/2026 00:00:00 -05:00,00:27:41.2934580,0.2500
2439692836,MGCM6,04/13/2026 08:58:58 +01:00,04/13/2026 09:20:27 +01:00,4758.700000000,4752.900000000,1.24000,-58.000000000,1,Long,04/13/2026 00:00:00 -05:00,00:21:29.0296850,0.2500
2439692868,MGCM6,04/13/2026 09:00:28 +01:00,04/13/2026 09:20:27 +01:00,4758.200000000,4752.900000000,1.24000,-53.000000000,1,Long,04/13/2026 00:00:00 -05:00,00:19:59.4401510,0.2500
2439674240,MCLK6,04/13/2026 09:02:58 +01:00,04/13/2026 09:08:50 +01:00,103.380000000,103.790000000,1.04000,-41.000000000,1,Short,04/13/2026 00:00:00 -05:00,00:05:51.4471340,0.2500
2439674242,MCLK6,04/13/2026 09:04:29 +01:00,04/13/2026 09:08:50 +01:00,103.540000000,103.790000000,1.04000,-25.000000000,1,Short,04/13/2026 00:00:00 -05:00,00:04:20.7791570,0.2500
2439731779,MGCM6,04/13/2026 09:25:28 +01:00,04/13/2026 09:40:25 +01:00,4756.100000000,4752.200000000,1.24000,-39.000000000,1,Long,04/13/2026 00:00:00 -05:00,00:14:56.8458650,0.2500
2439731780,MGCM6,04/13/2026 09:26:58 +01:00,04/13/2026 09:40:25 +01:00,4756.200000000,4752.200000000,1.24000,-40.000000000,1,Long,04/13/2026 00:00:00 -05:00,00:13:27.3951090,0.2500
2439724512,MESM6,04/13/2026 09:30:28 +01:00,04/13/2026 09:36:56 +01:00,6817.750000000,6812.250000000,0.74000,-27.500000000,1,Long,04/13/2026 00:00:00 -05:00,00:06:27.5429410,0.2500
2439724551,MESM6,04/13/2026 09:31:58 +01:00,04/13/2026 09:36:56 +01:00,6817.750000000,6812.250000000,0.74000,-27.500000000,1,Long,04/13/2026 00:00:00 -05:00,00:04:57.4345300,0.2500
2439731806,MESM6,04/13/2026 09:39:28 +01:00,04/13/2026 09:40:26 +01:00,6812.750000000,6812.000000000,0.74000,-3.750000000,1,Long,04/13/2026 00:00:00 -05:00,00:00:58.2212670,0.2500
