Id,ContractName,EnteredAt,ExitedAt,EntryPrice,ExitPrice,Fees,PnL,Size,Type,TradeDay,TradeDuration,Commissions
2363194071,MBTJ6,03/29/2026 23:04:50 +01:00,03/29/2026 23:22:09 +01:00,66550.000000000,66620.000000000,35.10000,105.000000000,15,Long,03/30/2026 00:00:00 -05:00,00:17:18.8345820,
2363464219,MBTJ6,03/29/2026 23:54:15 +01:00,03/30/2026 00:01:01 +01:00,65560.000000000,66370.000000000,11.70000,-405.000000000,5,Short,03/30/2026 00:00:00 -05:00,00:06:45.8198800,
2364865026,MESM6,03/30/2026 00:26:13 +01:00,03/30/2026 04:08:39 +01:00,6375.000000000,6404.750000000,2.22000,-446.250000000,3,Short,03/30/2026 00:00:00 -05:00,03:42:26.5292470,
2365560142,MESM6,03/30/2026 08:18:54 +01:00,03/30/2026 08:33:40 +01:00,6427.500000000,6423.500000000,0.74000,-20.000000000,1,Long,03/30/2026 00:00:00 -05:00,00:14:46.6465110,
2365804935,MBTJ6,03/30/2026 08:19:02 +01:00,03/30/2026 10:04:19 +01:00,67630.000000000,67785.000000000,7.02000,46.500000000,3,Long,03/30/2026 00:00:00 -05:00,01:45:17.1599380,
2365527168,MNQM6,03/30/2026 08:22:19 +01:00,03/30/2026 08:23:28 +01:00,23393.500000000,23378.750000000,0.74000,-29.500000000,1,Long,03/30/2026 00:00:00 -05:00,00:01:08.0311790,
2365625281,MCLK6,03/30/2026 08:41:49 +01:00,03/30/2026 08:54:39 +01:00,101.790000000,101.660000000,1.04000,-13.000000000,1,Long,03/30/2026 00:00:00 -05:00,00:12:50.4215010,
2365644322,MESM6,03/30/2026 08:59:19 +01:00,03/30/2026 09:02:23 +01:00,6435.250000000,6431.250000000,0.74000,-20.000000000,1,Long,03/30/2026 00:00:00 -05:00,00:03:03.2034070,
2365659708,MNQM6,03/30/2026 09:02:48 +01:00,03/30/2026 09:05:39 +01:00,23379.000000000,23419.000000000,0.74000,80.000000000,1,Long,03/30/2026 00:00:00 -05:00,00:02:51.5035200,
2365667068,MNQM6,03/30/2026 09:06:33 +01:00,03/30/2026 09:06:53 +01:00,23414.000000000,23399.500000000,0.74000,-29.000000000,1,Long,03/30/2026 00:00:00 -05:00,00:00:19.6792030,
2365804936,MBTJ6,03/30/2026 09:14:17 +01:00,03/30/2026 10:04:19 +01:00,68085.000000000,67785.000000000,7.02000,-90.000000000,3,Long,03/30/2026 00:00:00 -05:00,00:50:02.9221090,
2365717065,MESM6,03/30/2026 09:21:00 +01:00,03/30/2026 09:23:46 +01:00,6442.250000000,6438.500000000,0.74000,-18.750000000,1,Long,03/30/2026 00:00:00 -05:00,00:02:46.2031070,
2365717304,MNQM6,03/30/2026 09:21:01 +01:00,03/30/2026 09:23:48 +01:00,23425.000000000,23410.000000000,0.74000,-30.000000000,1,Long,03/30/2026 00:00:00 -05:00,00:02:46.3343680,
2365765079,MCLK6,03/30/2026 09:38:59 +01:00,03/30/2026 09:41:11 +01:00,101.270000000,101.130000000,1.04000,-14.000000000,1,Long,03/30/2026 00:00:00 -05:00,00:02:11.8521740,
2365783911,MCLK6,03/30/2026 09:48:59 +01:00,03/30/2026 09:52:04 +01:00,101.090000000,100.710000000,1.04000,38.000000000,1,Short,03/30/2026 00:00:00 -05:00,00:03:04.7062000,
2365809494,MCLK6,03/30/2026 10:02:30 +01:00,03/30/2026 10:06:28 +01:00,101.080000000,101.220000000,1.04000,-14.000000000,1,Short,03/30/2026 00:00:00 -05:00,00:03:58.0332560,
